date,attribution_partner,D1_Retention,D3_Retention,D7_Retention,avg_time_per_player_minutes
2024-01-31,4loops,0.875,0.375,0.25,0.0
2024-01-31,frozendonkies,0.2,,,0.0
2024-01-31,gaminggoats,,,,0.0
2024-01-31,mightycatgames,0.2,,,0.0
2024-01-31,nonlegitgames,0.6666666666666666,,,0.0
2024-01-31,orangearcade,0.75,0.25,0.05,0.0
2024-01-31,purplepanther,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.0
2024-01-31,yonu,0.6,,,0.0
2024-02-01,4loops,0.12903225806451613,0.08870967741935484,0.05913978494623656,0.0
2024-02-01,frozendonkies,0.1623931623931624,0.10256410256410256,0.05128205128205128,0.0
2024-02-01,gaminggoats,0.18996415770609318,0.11827956989247312,0.06093189964157706,0.0
2024-02-01,mightycatgames,0.20833333333333334,0.10833333333333334,0.09166666666666666,0.0
2024-02-01,nonlegitgames,0.14391143911439114,0.07011070110701106,0.05166051660516605,0.0
2024-02-01,orangearcade,0.12679425837320574,0.08373205741626795,0.05502392344497608,0.0
2024-02-01,purplepanther,0.18222222222222223,0.10666666666666667,0.0725925925925926,0.0
2024-02-01,yonu,0.16926070038910507,0.12062256809338522,0.08754863813229571,0.0
2024-02-02,4loops,0.1116751269035533,0.06598984771573604,0.03553299492385787,0.0
2024-02-02,frozendonkies,0.08045977011494253,0.05747126436781609,0.011494252873563218,0.0
2024-02-02,gaminggoats,0.11267605633802817,0.04225352112676056,0.02112676056338028,0.0
2024-02-02,mightycatgames,0.07352941176470588,0.04411764705882353,0.014705882352941176,0.0
2024-02-02,nonlegitgames,0.0784313725490196,0.026143790849673203,0.013071895424836602,0.0
2024-02-02,orangearcade,0.10679611650485436,0.06796116504854369,0.02912621359223301,0.0
2024-02-02,purplepanther,0.11834319526627218,0.04437869822485207,0.01775147928994083,0.0
2024-02-02,yonu,0.11818181818181818,0.07272727272727272,0.03636363636363636,0.0
2024-02-03,4loops,0.13989637305699482,0.04145077720207254,0.015544041450777202,0.0
2024-02-03,frozendonkies,0.14754098360655737,0.04918032786885246,0.06557377049180328,0.0
2024-02-03,gaminggoats,0.13333333333333333,0.044444444444444446,0.022222222222222223,0.0
2024-02-03,mightycatgames,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.0
2024-02-03,nonlegitgames,0.17355371900826447,0.049586776859504134,0.024793388429752067,0.0
2024-02-03,orangearcade,0.14761904761904762,0.047619047619047616,0.0380952380952381,0.0
2024-02-03,purplepanther,0.09880239520958084,0.03592814371257485,0.03293413173652695,0.0
2024-02-03,yonu,0.11406844106463879,0.045627376425855515,0.015209125475285171,0.0
2024-02-04,4loops,0.08056872037914692,0.018957345971563982,0.004739336492890996,0.0
2024-02-04,frozendonkies,0.10606060606060606,0.015151515151515152,0.015151515151515152,0.0
2024-02-04,gaminggoats,0.09933774834437085,0.019867549668874173,0.019867549668874173,0.0
2024-02-04,mightycatgames,0.11842105263157894,0.039473684210526314,0.013157894736842105,0.0
2024-02-04,nonlegitgames,0.0945945945945946,0.013513513513513514,0.013513513513513514,0.0
2024-02-04,orangearcade,0.14049586776859505,0.04132231404958678,0.03305785123966942,0.0
2024-02-04,purplepanther,0.09408602150537634,0.02956989247311828,0.04032258064516129,0.0
2024-02-04,yonu,0.10273972602739725,0.0273972602739726,0.017123287671232876,0.0
2024-02-05,4loops,0.06635071090047394,0.037914691943127965,0.014218009478672985,0.0
2024-02-05,frozendonkies,0.10126582278481013,0.05063291139240506,0.012658227848101266,0.0
2024-02-05,gaminggoats,0.09154929577464789,0.014084507042253521,0.014084507042253521,0.0
2024-02-05,mightycatgames,0.10975609756097561,0.024390243902439025,0.012195121951219513,0.0
2024-02-05,nonlegitgames,0.09859154929577464,0.04225352112676056,,0.0
2024-02-05,orangearcade,0.09170305676855896,0.05240174672489083,0.039301310043668124,0.0
2024-02-05,purplepanther,0.06615776081424936,0.030534351145038167,0.027989821882951654,0.0
2024-02-05,yonu,0.14189189189189189,0.05067567567567568,0.02364864864864865,0.0
2024-02-06,4loops,0.08421052631578947,0.04736842105263158,0.03684210526315789,0.0
2024-02-06,frozendonkies,0.057692307692307696,0.019230769230769232,,0.0
2024-02-06,gaminggoats,0.05555555555555555,0.046296296296296294,,0.0
2024-02-06,mightycatgames,0.11666666666666667,0.1,0.016666666666666666,0.0
2024-02-06,nonlegitgames,0.10569105691056911,0.024390243902439025,0.008130081300813009,0.0
2024-02-06,orangearcade,0.09941520467836257,0.04678362573099415,0.011695906432748537,0.0
2024-02-06,purplepanther,0.1220472440944882,0.047244094488188976,0.01968503937007874,0.0
2024-02-06,yonu,0.12272727272727273,0.031818181818181815,0.02727272727272727,0.0
2024-02-07,4loops,0.13385826771653545,0.047244094488188976,0.015748031496062992,0.0
2024-02-07,frozendonkies,0.10204081632653061,0.061224489795918366,0.02040816326530612,0.0
2024-02-07,gaminggoats,0.1590909090909091,0.011363636363636364,,0.0
2024-02-07,mightycatgames,0.11627906976744186,0.046511627906976744,0.046511627906976744,0.0
2024-02-07,nonlegitgames,0.08653846153846154,0.009615384615384616,0.019230769230769232,0.0
2024-02-07,orangearcade,0.125,0.03125,0.01875,0.0
2024-02-07,purplepanther,0.12554112554112554,0.021645021645021644,0.017316017316017316,0.0
2024-02-07,yonu,0.1261682242990654,0.03271028037383177,0.004672897196261682,0.0
2024-02-08,4loops,0.09900990099009901,0.01485148514851485,0.0049504950495049506,0.0
2024-02-08,frozendonkies,0.04285714285714286,0.02857142857142857,,0.0
2024-02-08,gaminggoats,0.05555555555555555,0.031746031746031744,0.007936507936507936,0.0
2024-02-08,mightycatgames,0.11594202898550725,0.014492753623188406,0.014492753623188406,0.0
2024-02-08,nonlegitgames,0.09090909090909091,0.015151515151515152,0.030303030303030304,0.0
2024-02-08,orangearcade,0.04784688995215311,0.014354066985645933,0.004784688995215311,0.0
2024-02-08,purplepanther,0.07371794871794872,0.03205128205128205,0.016025641025641024,0.0
2024-02-08,yonu,0.09090909090909091,0.030303030303030304,0.007575757575757576,0.0
2024-02-09,4loops,0.08270676691729323,0.022556390977443608,0.007518796992481203,0.0
2024-02-09,frozendonkies,0.07692307692307693,0.05128205128205128,,0.0
2024-02-09,gaminggoats,0.06097560975609756,0.036585365853658534,,0.0
2024-02-09,mightycatgames,0.023809523809523808,0.023809523809523808,,0.0
2024-02-09,nonlegitgames,0.09375,0.010416666666666666,0.020833333333333332,0.0
2024-02-09,orangearcade,0.10236220472440945,0.03937007874015748,0.015748031496062992,0.0
2024-02-09,purplepanther,0.08629441624365482,0.030456852791878174,0.005076142131979695,0.0
2024-02-09,yonu,0.08280254777070063,0.012738853503184714,0.012738853503184714,0.0
2024-02-10,4loops,0.11206896551724138,0.02586206896551724,0.008620689655172414,0.0
2024-02-10,frozendonkies,0.10416666666666667,0.020833333333333332,,0.0
2024-02-10,gaminggoats,0.07352941176470588,,,0.0
2024-02-10,mightycatgames,0.08695652173913043,,,0.0
2024-02-10,nonlegitgames,0.1076923076923077,0.015384615384615385,,0.0
2024-02-10,orangearcade,0.06060606060606061,,0.015151515151515152,0.0
2024-02-10,purplepanther,0.10552763819095477,0.035175879396984924,0.020100502512562814,0.0
2024-02-10,yonu,0.0949367088607595,0.03164556962025317,0.0189873417721519,0.0
2024-02-11,4loops,0.06896551724137931,0.034482758620689655,0.02586206896551724,0.0
2024-02-11,frozendonkies,0.17647058823529413,,0.029411764705882353,0.0
2024-02-11,gaminggoats,0.125,,0.027777777777777776,0.0
2024-02-11,mightycatgames,0.09090909090909091,0.01818181818181818,0.01818181818181818,0.0
2024-02-11,nonlegitgames,0.17073170731707318,0.07317073170731707,,0.0
2024-02-11,orangearcade,0.1326530612244898,0.01020408163265306,,0.0
2024-02-11,purplepanther,0.06914893617021277,0.02127659574468085,0.026595744680851064,0.0
2024-02-11,yonu,0.10869565217391304,0.057971014492753624,0.028985507246376812,0.0
2024-02-12,4loops,0.13541666666666666,,0.010416666666666666,0.0
2024-02-12,frozendonkies,0.06976744186046512,,,0.0
2024-02-12,gaminggoats,0.05333333333333334,0.02666666666666667,0.013333333333333334,0.0
2024-02-12,mightycatgames,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.0
2024-02-12,nonlegitgames,0.06060606060606061,,,0.0
2024-02-12,orangearcade,0.11,0.01,,0.0
2024-02-12,purplepanther,0.10759493670886076,0.0189873417721519,0.006329113924050633,0.0
2024-02-12,yonu,0.1223021582733813,0.02158273381294964,0.007194244604316547,0.0
2024-02-13,4loops,0.14150943396226415,,0.009433962264150943,0.0
2024-02-13,frozendonkies,,,0.03125,0.0
2024-02-13,gaminggoats,0.06153846153846154,0.046153846153846156,,0.0
2024-02-13,mightycatgames,0.02702702702702703,,,0.0
2024-02-13,nonlegitgames,0.125,,0.013888888888888888,0.0
2024-02-13,orangearcade,0.10309278350515463,0.030927835051546393,0.010309278350515464,0.0
2024-02-13,purplepanther,0.13496932515337423,0.024539877300613498,0.012269938650306749,0.0
2024-02-13,yonu,0.15,0.014285714285714285,0.014285714285714285,0.0
2024-02-14,4loops,0.04861111111111111,0.020833333333333332,,0.0
2024-02-14,frozendonkies,,,,0.0
2024-02-14,gaminggoats,0.039603960396039604,0.009900990099009901,0.009900990099009901,0.0
2024-02-14,mightycatgames,0.05128205128205128,0.02564102564102564,,0.0
2024-02-14,nonlegitgames,0.04938271604938271,,,0.0
2024-02-14,orangearcade,0.0364963503649635,0.014598540145985401,0.0072992700729927005,0.0
2024-02-14,purplepanther,0.039603960396039604,0.0049504950495049506,,0.0
2024-02-14,yonu,0.05291005291005291,0.031746031746031744,0.005291005291005291,0.0
2024-02-15,4loops,0.04433497536945813,0.014778325123152709,,0.0
2024-02-15,frozendonkies,0.038834951456310676,,,0.0
2024-02-15,gaminggoats,0.05925925925925926,0.007407407407407408,0.007407407407407408,0.0
2024-02-15,mightycatgames,0.024691358024691357,,,0.0
2024-02-15,nonlegitgames,0.03759398496240601,0.007518796992481203,,0.0
2024-02-15,orangearcade,0.028708133971291867,0.004784688995215311,,0.0
2024-02-15,purplepanther,0.03611111111111111,0.005555555555555556,,0.0
2024-02-15,yonu,0.031446540880503145,0.018867924528301886,0.006289308176100629,0.0
2024-02-16,4loops,0.056910569105691054,,,0.0
2024-02-16,frozendonkies,0.047619047619047616,0.023809523809523808,,0.0
2024-02-16,gaminggoats,0.0392156862745098,0.00980392156862745,,0.0
2024-02-16,mightycatgames,0.17073170731707318,,,0.0
2024-02-16,nonlegitgames,0.0967741935483871,0.03225806451612903,0.021505376344086023,0.0
2024-02-16,orangearcade,0.06206896551724138,0.006896551724137931,0.006896551724137931,0.0
2024-02-16,purplepanther,0.08490566037735849,0.014150943396226415,0.009433962264150943,0.0
2024-02-16,yonu,0.057291666666666664,,,0.0
2024-02-17,4loops,0.19791666666666666,0.052083333333333336,0.03125,0.0
2024-02-17,frozendonkies,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.0
2024-02-17,gaminggoats,0.15942028985507245,0.057971014492753624,,0.0
2024-02-17,mightycatgames,0.17647058823529413,0.058823529411764705,,0.0
2024-02-17,nonlegitgames,0.25,0.09615384615384616,0.038461538461538464,0.0
2024-02-17,orangearcade,0.16494845360824742,0.08247422680412371,0.07216494845360824,0.0
2024-02-17,purplepanther,0.1267605633802817,0.04225352112676056,0.007042253521126761,0.0
2024-02-17,yonu,0.13274336283185842,0.035398230088495575,,0.0
2024-02-18,4loops,0.125,0.06818181818181818,0.022727272727272728,0.0
2024-02-18,frozendonkies,0.13043478260869565,0.043478260869565216,,0.0
2024-02-18,gaminggoats,0.1724137931034483,0.05172413793103448,0.034482758620689655,0.0
2024-02-18,mightycatgames,0.07692307692307693,0.07692307692307693,,0.0
2024-02-18,nonlegitgames,0.07142857142857142,0.07142857142857142,,0.0
2024-02-18,orangearcade,0.07692307692307693,0.03076923076923077,0.015384615384615385,0.0
2024-02-18,purplepanther,0.09821428571428571,0.026785714285714284,0.017857142857142856,0.0
2024-02-18,yonu,0.12745098039215685,0.0196078431372549,,0.0
2024-02-19,4loops,0.08,0.04,0.02,0.0
2024-02-19,frozendonkies,,0.05555555555555555,,0.0
2024-02-19,gaminggoats,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.0
2024-02-19,mightycatgames,0.058823529411764705,,,0.0
2024-02-19,nonlegitgames,0.12195121951219512,0.07317073170731707,0.024390243902439025,0.0
2024-02-19,orangearcade,0.13513513513513514,0.05405405405405406,,0.0
2024-02-19,purplepanther,0.15384615384615385,0.06153846153846154,0.015384615384615385,0.0
2024-02-19,yonu,0.06779661016949153,0.01694915254237288,0.01694915254237288,0.0
2024-02-20,4loops,0.14925373134328357,0.014925373134328358,,0.0
2024-02-20,frozendonkies,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0
2024-02-20,gaminggoats,0.11764705882352941,0.0196078431372549,0.0196078431372549,0.0
2024-02-20,mightycatgames,,0.038461538461538464,0.038461538461538464,0.0
2024-02-20,nonlegitgames,0.08196721311475409,0.03278688524590164,,0.0
2024-02-20,orangearcade,0.1694915254237288,0.06779661016949153,0.01694915254237288,0.0
2024-02-20,purplepanther,0.056074766355140186,0.018691588785046728,0.009345794392523364,0.0
2024-02-20,yonu,0.05952380952380952,0.011904761904761904,0.023809523809523808,0.0
2024-02-21,4loops,0.11267605633802817,,0.014084507042253521,0.0
2024-02-21,frozendonkies,0.034482758620689655,,,0.0
2024-02-21,gaminggoats,0.11666666666666667,,,0.0
2024-02-21,mightycatgames,0.125,,,0.0
2024-02-21,nonlegitgames,0.030303030303030304,0.015151515151515152,,0.0
2024-02-21,orangearcade,0.15151515151515152,,,0.0
2024-02-21,purplepanther,0.08484848484848485,0.012121212121212121,,0.0
2024-02-21,yonu,0.0975609756097561,0.032520325203252036,0.016260162601626018,0.0
2024-02-22,4loops,0.042735042735042736,0.02564102564102564,0.008547008547008548,0.0
2024-02-22,frozendonkies,0.11428571428571428,,,0.0
2024-02-22,gaminggoats,0.0547945205479452,0.0136986301369863,,0.0
2024-02-22,mightycatgames,0.03333333333333333,0.03333333333333333,,0.0
2024-02-22,nonlegitgames,0.05,0.0125,0.025,0.0
2024-02-22,orangearcade,0.03418803418803419,0.008547008547008548,0.017094017094017096,0.0
2024-02-22,purplepanther,0.04395604395604396,0.02197802197802198,0.01098901098901099,0.0
2024-02-22,yonu,0.06832298136645963,0.012422360248447204,,0.0
2024-02-23,4loops,0.07246376811594203,0.014492753623188406,,0.0
2024-02-23,frozendonkies,0.07142857142857142,,,0.0
2024-02-23,gaminggoats,0.09090909090909091,0.06818181818181818,,0.0
2024-02-23,mightycatgames,0.17391304347826086,,,0.0
2024-02-23,nonlegitgames,0.05,0.025,,0.0
2024-02-23,orangearcade,0.13559322033898305,0.05084745762711865,,0.0
2024-02-23,purplepanther,0.041666666666666664,,,0.0
2024-02-23,yonu,0.07142857142857142,0.023809523809523808,,0.0
2024-02-24,4loops,0.06349206349206349,0.015873015873015872,,0.0
2024-02-24,frozendonkies,0.12,0.04,,0.0
2024-02-24,gaminggoats,0.06666666666666667,,,0.0
2024-02-24,mightycatgames,0.058823529411764705,0.17647058823529413,,0.0
2024-02-24,nonlegitgames,0.07142857142857142,0.047619047619047616,,0.0
2024-02-24,orangearcade,0.07692307692307693,0.03076923076923077,,0.0
2024-02-24,purplepanther,0.06722689075630252,0.025210084033613446,,0.0
2024-02-24,yonu,0.11235955056179775,0.011235955056179775,,0.0
2024-02-25,4loops,0.125,,,0.0
2024-02-25,frozendonkies,0.125,,,0.0
2024-02-25,gaminggoats,0.1388888888888889,0.027777777777777776,,0.0
2024-02-25,mightycatgames,,,,0.0
2024-02-25,nonlegitgames,0.1,0.05,,0.0
2024-02-25,orangearcade,0.09230769230769231,0.03076923076923077,,0.0
2024-02-25,purplepanther,0.07339449541284404,0.01834862385321101,,0.0
2024-02-25,yonu,0.07017543859649122,0.008771929824561403,,0.0
2024-02-26,4loops,0.05263157894736842,,,0.0
2024-02-26,frozendonkies,0.07142857142857142,,,0.0
2024-02-26,gaminggoats,0.08333333333333333,,,0.0
2024-02-26,mightycatgames,0.05263157894736842,0.10526315789473684,,0.0
2024-02-26,nonlegitgames,0.125,0.025,,0.0
2024-02-26,orangearcade,0.046153846153846156,0.03076923076923077,,0.0
2024-02-26,purplepanther,0.08163265306122448,0.02040816326530612,,0.0
2024-02-26,yonu,0.1323529411764706,,,0.0
2024-02-27,4loops,0.10869565217391304,,,0.0
2024-02-27,frozendonkies,0.05263157894736842,0.05263157894736842,,0.0
2024-02-27,gaminggoats,,,,0.0
2024-02-27,mightycatgames,0.2,,,0.0
2024-02-27,nonlegitgames,0.09302325581395349,,,0.0
2024-02-27,orangearcade,0.05357142857142857,,,0.0
2024-02-27,purplepanther,0.14583333333333334,,,0.0
2024-02-27,yonu,0.047619047619047616,,,0.0
2024-02-28,4loops,0.13636363636363635,,,0.0
2024-02-28,frozendonkies,0.05555555555555555,,,0.0
2024-02-28,gaminggoats,0.058823529411764705,,,0.0
2024-02-28,mightycatgames,0.07692307692307693,,,0.0
2024-02-28,nonlegitgames,0.08163265306122448,,,0.0
2024-02-28,orangearcade,0.14285714285714285,,,0.0
2024-02-28,purplepanther,0.08791208791208792,,,0.0
2024-02-28,yonu,0.08333333333333333,,,0.0
2024-02-29,4loops,0.03333333333333333,,,0.0
2024-02-29,frozendonkies,0.058823529411764705,,,0.0
2024-02-29,gaminggoats,0.017857142857142856,,,0.0
2024-02-29,mightycatgames,,,,0.0
2024-02-29,nonlegitgames,0.044444444444444446,,,0.0
2024-02-29,orangearcade,0.017241379310344827,,,0.0
2024-02-29,purplepanther,0.03669724770642202,,,0.0
2024-02-29,yonu,0.0125,,,0.0
2024-03-01,4loops,,,,0.0
2024-03-01,frozendonkies,,,,0.0
2024-03-01,gaminggoats,,,,0.0
2024-03-01,nonlegitgames,,,,0.0
2024-03-01,orangearcade,,,,0.0
2024-03-01,purplepanther,,,,0.0
2024-03-01,yonu,,,,0.0
